sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
0.3029;0.6931;9.1626;0.0;;;;NaN;;;;0 / 0;2355007;2018-04-04 21:06:37:573
0.0503;-0.3903;9.6786;0.0;;;;NaN;;;;0 / 0;2355506;2018-04-04 21:06:38:072
0.2077;1.06;9.8881;0.0;;;;NaN;;;;0 / 0;2356006;2018-04-04 21:06:38:572
0.9864;0.4974;9.5553;0.0;;;;NaN;;;;0 / 0;2356506;2018-04-04 21:06:39:072
0.1879;-0.5872;8.9723;0.0;;;;NaN;;;;0 / 0;2357006;2018-04-04 21:06:39:572
-0.1155;0.9493;9.8096;0.0;;;;NaN;;;;0 / 0;2357507;2018-04-04 21:06:40:073
0.2705;0.9284;9.9383;0.0;;;;NaN;;;;0 / 0;2358007;2018-04-04 21:06:40:573
1.1414;-0.7476;9.3793;0.0;;;;NaN;;;;0 / 0;2358506;2018-04-04 21:06:41:072
0.0263;0.9942;9.4774;0.0;;;;NaN;;;;0 / 0;2359007;2018-04-04 21:06:41:573
-0.4549;1.4551;9.8581;0.0;;;;NaN;;;;0 / 0;2359506;2018-04-04 21:06:42:072
0.8823;-0.4974;9.0627;0.0;;;;NaN;;;;0 / 0;2360007;2018-04-04 21:06:42:573
0.7135;0.5291;9.6127;0.0;;;;NaN;;;;0 / 0;2360506;2018-04-04 21:06:43:072
-0.4124;1.136;9.6857;0.0;;;;NaN;;;;0 / 0;2361008;2018-04-04 21:06:43:574
0.4022;-0.3639;9.4344;0.0;;;;NaN;;;;0 / 0;2361507;2018-04-04 21:06:44:073
0.811;0.9158;9.6031;0.0;;;;NaN;;;;0 / 0;2362006;2018-04-04 21:06:44:572
-0.2137;0.6835;9.8294;0.0;;;;NaN;;;;0 / 0;2362507;2018-04-04 21:06:45:073
0.6363;-0.3448;9.0854;0.0;;;;NaN;;;;0 / 0;2363006;2018-04-04 21:06:45:572
1.0523;0.8667;9.7229;0.0;;;;NaN;;;;0 / 0;2363506;2018-04-04 21:06:46:072
-0.5692;1.154;9.5888;0.0;;;;NaN;;;;0 / 0;2364006;2018-04-04 21:06:46:572
0.6033;-0.7985;9.3691;0.0;;;;NaN;;;;0 / 0;2364506;2018-04-04 21:06:47:072
1.0319;0.9559;9.8994;0.0;;;;NaN;;;;0 / 0;2365006;2018-04-04 21:06:47:572
-0.3795;1.1349;8.8035;0.0;;;;NaN;;;;0 / 0;2365506;2018-04-04 21:06:48:072
0.2981;-0.4621;9.8701;0.0;;;;NaN;;;;0 / 0;2366007;2018-04-04 21:06:48:573
0.6949;-0.4513;9.7983;0.0;;;;NaN;;;;0 / 0;2366507;2018-04-04 21:06:49:073
0.0898;1.0355;9.7252;0.0;;;;NaN;;;;0 / 0;2367006;2018-04-04 21:06:49:572
0.6351;-0.2783;9.4236;0.0;;;;NaN;;;;0 / 0;2367506;2018-04-04 21:06:50:072
0.2269;0.6404;9.4403;0.0;;;;NaN;;;;0 / 0;2368006;2018-04-04 21:06:50:572
-0.0114;1.3461;9.9605;0.0;;;;NaN;;;;0 / 0;2368506;2018-04-04 21:06:51:072
0.747;-0.4752;9.2781;0.0;;;;NaN;;;;0 / 0;2369007;2018-04-04 21:06:51:573
0.2993;-0.1748;9.1931;0.0;;;;NaN;;;;0 / 0;2369506;2018-04-04 21:06:52:072
0.1448;1.3222;9.5804;0.0;;;;NaN;;;;0 / 0;2370007;2018-04-04 21:06:52:573
0.7075;0.562;9.7695;0.0;;;;NaN;;;;0 / 0;2370506;2018-04-04 21:06:53:072
0.1413;-0.7422;9.6426;0.0;;;;NaN;;;;0 / 0;2371006;2018-04-04 21:06:53:572
0.1089;0.8948;9.2554;0.0;;;;NaN;;;;0 / 0;2371506;2018-04-04 21:06:54:072
0.6871;1.0475;9.4936;0.0;;;;NaN;;;;0 / 0;2372006;2018-04-04 21:06:54:572
0.1706;-0.5578;9.7163;0.0;;;;NaN;;;;0 / 0;2372506;2018-04-04 21:06:55:072
0.2969;1.3222;10.0018;0.0;;;;NaN;;;;0 / 0;2373006;2018-04-04 21:06:55:572
0.7703;1.0469;9.0435;0.0;;;;NaN;;;;0 / 0;2373507;2018-04-04 21:06:56:073
0.0449;-1.1247;9.18;0.0;;;;NaN;;;;0 / 0;2374006;2018-04-04 21:06:56:572
0.2352;1.916;9.7935;0.0;;;;NaN;;;;0 / 0;2374507;2018-04-04 21:06:57:073
0.7368;0.6662;10.1107;0.0;;;;NaN;;;;0 / 0;2375006;2018-04-04 21:06:57:572
0.264;-1.1019;8.904;0.0;;;;NaN;;;;0 / 0;2375506;2018-04-04 21:06:58:072
-0.0066;-1.1283;9.0417;0.0;;;;NaN;;;;0 / 0;2376007;2018-04-04 21:06:58:573
0.4854;2.1296;9.4619;0.0;;;;NaN;;;;0 / 0;2376506;2018-04-04 21:06:59:072
0.1431;-0.7272;9.8067;0.0;;;;NaN;;;;0 / 0;2377007;2018-04-04 21:06:59:573
0.5387;0.0802;9.3146;0.0;;;;NaN;;;;0 / 0;2377507;2018-04-04 21:07:00:073
0.3466;1.5652;9.405;0.0;;;;NaN;;;;0 / 0;2378007;2018-04-04 21:07:00:573
0.1299;0.322;9.6121;0.0;;;;NaN;;;;0 / 0;2378506;2018-04-04 21:07:01:072
0.4016;-0.091;9.6229;0.0;;;;NaN;;;;0 / 0;2379006;2018-04-04 21:07:01:572
0.2646;0.9679;9.3853;0.0;;;;NaN;;;;0 / 0;2379506;2018-04-04 21:07:02:072
0.4411;0.2801;9.73;0.0;;;;NaN;;;;0 / 0;2380006;2018-04-04 21:07:02:572
0.6147;-0.0054;9.0728;0.0;;;;NaN;;;;0 / 0;2380507;2018-04-04 21:07:03:073
-0.0221;1.0074;10.0646;0.0;;;;NaN;;;;0 / 0;2381006;2018-04-04 21:07:03:572
0.2604;0.647;9.8833;0.0;;;;NaN;;;;0 / 0;2381507;2018-04-04 21:07:04:073
0.9505;-0.6991;8.9651;0.0;;;;NaN;;;;0 / 0;2382006;2018-04-04 21:07:04:572
0.3921;0.7482;9.2775;0.0;;;;NaN;;;;0 / 0;2382506;2018-04-04 21:07:05:072
-0.3962;1.2785;10.155;0.0;;;;NaN;;;;0 / 0;2383006;2018-04-04 21:07:05:572
0.9732;-0.2897;9.6576;0.0;;;;NaN;;;;0 / 0;2383506;2018-04-04 21:07:06:072
0.3807;-0.2382;9.1961;0.0;;;;NaN;;;;0 / 0;2384006;2018-04-04 21:07:06:572
0.1263;1.6005;9.3404;0.0;;;;NaN;;;;0 / 0;2384506;2018-04-04 21:07:07:072
0.3717;0.6734;9.7839;0.0;;;;NaN;;;;0 / 0;2385006;2018-04-04 21:07:07:572
0.319;-0.6363;9.5062;0.0;;;;NaN;;;;0 / 0;2385506;2018-04-04 21:07:08:072
0.6111;1.1145;9.6355;0.0;;;;NaN;;;;0 / 0;2386007;2018-04-04 21:07:08:573
-0.0371;1.3994;9.429;0.0;;;;NaN;;;;0 / 0;2386506;2018-04-04 21:07:09:072
0.477;-0.6752;9.2476;0.0;;;;NaN;;;;0 / 0;2387007;2018-04-04 21:07:09:573
0.6871;0.9457;9.6672;0.0;;;;NaN;;;;0 / 0;2387506;2018-04-04 21:07:10:072
-0.4896;0.7889;9.7995;0.0;;;;NaN;;;;0 / 0;2388006;2018-04-04 21:07:10:572
0.3663;-0.3561;9.1931;0.0;;;;NaN;;;;0 / 0;2388506;2018-04-04 21:07:11:072
1.1977;0.425;9.4565;0.0;;;;NaN;;;;0 / 0;2389006;2018-04-04 21:07:11:572
-0.659;1.0235;10.058;0.0;;;;NaN;;;;0 / 0;2389507;2018-04-04 21:07:12:073
0.1071;0.3921;9.5403;0.0;;;;NaN;;;;0 / 0;2390006;2018-04-04 21:07:12:572
0.6375;0.2304;9.4487;0.0;;;;NaN;;;;0 / 0;2390507;2018-04-04 21:07:13:073
-0.0856;0.6195;9.2781;0.0;;;;NaN;;;;0 / 0;2391006;2018-04-04 21:07:13:572
0.1766;1.1325;10.2179;0.0;;;;NaN;;;;0 / 0;2391506;2018-04-04 21:07:14:072
0.5076;0.2873;9.3326;0.0;;;;NaN;;;;0 / 0;2392006;2018-04-04 21:07:14:572
0.7398;-0.9852;9.0249;0.0;;;;NaN;;;;0 / 0;2392506;2018-04-04 21:07:15:072
0.2125;1.3336;9.8001;0.0;;;;NaN;;;;0 / 0;2393007;2018-04-04 21:07:15:573
-0.1041;1.342;9.678;0.0;;;;NaN;;;;0 / 0;2393506;2018-04-04 21:07:16:072
0.9062;-1.3078;9.3278;0.0;;;;NaN;;;;0 / 0;2394007;2018-04-04 21:07:16:573
0.6596;0.5602;9.7085;0.0;;;;NaN;;;;0 / 0;2394508;2018-04-04 21:07:17:074
-0.4902;1.4449;9.3236;0.0;;;;NaN;;;;0 / 0;2395007;2018-04-04 21:07:17:573
0.7236;-0.5387;9.5086;0.0;;;;NaN;;;;0 / 0;2395506;2018-04-04 21:07:18:072
0.9313;0.7213;9.4158;0.0;;;;NaN;;;;0 / 0;2396006;2018-04-04 21:07:18:572
-0.3244;1.1576;9.3488;0.0;;;;NaN;;;;0 / 0;2396506;2018-04-04 21:07:19:072
0.1891;-0.0204;9.9078;0.0;;;;NaN;;;;0 / 0;2397006;2018-04-04 21:07:19:572
1.2031;0.3873;9.4056;0.0;;;;NaN;;;;0 / 0;2397507;2018-04-04 21:07:20:073
-0.395;1.0415;9.4894;0.0;;;;NaN;;;;0 / 0;2398006;2018-04-04 21:07:20:572
-0.0916;0.1802;9.8061;0.0;;;;NaN;;;;0 / 0;2398507;2018-04-04 21:07:21:073
0.9373;-0.2101;9.6887;0.0;;;;NaN;;;;0 / 0;2399006;2018-04-04 21:07:21:572
0.0036;1.8824;9.2626;0.0;;;;NaN;;;;0 / 0;2399507;2018-04-04 21:07:22:073
0.2634;-0.7554;9.1955;0.0;;;;NaN;;;;0 / 0;2400006;2018-04-04 21:07:22:572
0.5028;-0.1496;10.1436;0.0;;;;NaN;;;;0 / 0;2400507;2018-04-04 21:07:23:073
0.4232;1.6334;9.0692;0.0;;;;NaN;;;;0 / 0;2401006;2018-04-04 21:07:23:572
0.0018;-0.9595;9.4721;0.0;;;;NaN;;;;0 / 0;2401507;2018-04-04 21:07:24:073
0.6261;0.8236;9.8551;0.0;;;;NaN;;;;0 / 0;2402006;2018-04-04 21:07:24:572
0.3502;1.6652;9.4613;0.0;;;;NaN;;;;0 / 0;2402507;2018-04-04 21:07:25:073
0.3274;-0.4717;9.5421;0.0;;;;NaN;;;;0 / 0;2403006;2018-04-04 21:07:25:572
0.4663;-0.0389;9.6031;0.0;;;;NaN;;;;0 / 0;2403507;2018-04-04 21:07:26:073
-0.0126;1.9034;9.4954;0.0;;;;NaN;;;;0 / 0;2404006;2018-04-04 21:07:26:572
0.6428;-0.2298;9.8348;0.0;;;;NaN;;;;0 / 0;2404507;2018-04-04 21:07:27:073
0.6273;-0.5842;9.2093;0.0;;;;NaN;;;;0 / 0;2405006;2018-04-04 21:07:27:572
-0.0988;1.7927;9.7767;0.0;;;;NaN;;;;0 / 0;2405506;2018-04-04 21:07:28:072
0.3974;0.0664;9.6636;0.0;;;;NaN;;;;0 / 0;2406006;2018-04-04 21:07:28:572
0.5387;-1.236;9.2153;0.0;;;;NaN;;;;0 / 0;2406506;2018-04-04 21:07:29:072
0.5776;1.7825;9.6552;0.0;;;;NaN;;;;0 / 0;2407006;2018-04-04 21:07:29:572
-0.0718;0.3974;9.4978;0.0;;;;NaN;;;;0 / 0;2407506;2018-04-04 21:07:30:072
0.267;-0.4094;9.8132;0.0;;;;NaN;;;;0 / 0;2408007;2018-04-04 21:07:30:573
0.6261;1.4766;9.4092;0.0;;;;NaN;;;;0 / 0;2408506;2018-04-04 21:07:31:072
0.5333;0.1281;9.5547;0.0;;;;NaN;;;;0 / 0;2409007;2018-04-04 21:07:31:573
0.0467;0.1676;9.9479;0.0;;;;NaN;;;;0 / 0;2409506;2018-04-04 21:07:32:072
0.2502;1.0995;9.2404;0.0;;;;NaN;;;;0 / 0;2410006;2018-04-04 21:07:32:572
0.9373;0.173;9.5002;0.0;;;;NaN;;;;0 / 0;2410506;2018-04-04 21:07:33:072
-0.17;0.2729;9.5714;0.0;;;;NaN;;;;0 / 0;2411006;2018-04-04 21:07:33:572
0.5914;0.6817;9.32;0.0;;;;NaN;;;;0 / 0;2411507;2018-04-04 21:07:34:073
0.4782;0.6027;9.8527;0.0;;;;NaN;;;;0 / 0;2412006;2018-04-04 21:07:34:572
-0.0227;0.6859;9.426;0.0;;;;NaN;;;;0 / 0;2412506;2018-04-04 21:07:35:072
0.4639;-0.3478;9.8067;0.0;;;;NaN;;;;0 / 0;2413006;2018-04-04 21:07:35:572
0.5997;1.2228;9.3374;0.0;;;;NaN;;;;0 / 0;2413506;2018-04-04 21:07:36:072
0.1227;0.7835;9.651;0.0;;;;NaN;;;;0 / 0;2414007;2018-04-04 21:07:36:573
0.1263;-0.6093;9.5912;0.0;;;;NaN;;;;0 / 0;2414506;2018-04-04 21:07:37:072
0.4938;0.8176;9.9653;0.0;;;;NaN;;;;0 / 0;2415006;2018-04-04 21:07:37:572
0.6141;0.9942;8.7472;0.0;;;;NaN;;;;0 / 0;2415506;2018-04-04 21:07:38:072
-0.2957;0.1431;10.2119;0.0;;;;NaN;;;;0 / 0;2416006;2018-04-04 21:07:38:572
0.2777;0.0036;9.7648;0.0;;;;NaN;;;;0 / 0;2416506;2018-04-04 21:07:39:072
0.902;0.7422;9.2219;0.0;;;;NaN;;;;0 / 0;2417007;2018-04-04 21:07:39:573
0.2993;0.5878;9.4661;0.0;;;;NaN;;;;0 / 0;2417506;2018-04-04 21:07:40:072
-0.8021;0.428;9.9593;0.0;;;;NaN;;;;0 / 0;2418007;2018-04-04 21:07:40:573
1.2474;0.3142;9.4014;0.0;;;;NaN;;;;0 / 0;2418506;2018-04-04 21:07:41:072
0.7578;0.4268;9.3051;0.0;;;;NaN;;;;0 / 0;2419007;2018-04-04 21:07:41:573
-0.7081;0.9756;9.6839;0.0;;;;NaN;;;;0 / 0;2419506;2018-04-04 21:07:42:072
1.2186;0.1544;9.2961;0.0;;;;NaN;;;;0 / 0;2420007;2018-04-04 21:07:42:573
0.9295;0.0581;9.5618;0.0;;;;NaN;;;;0 / 0;2420506;2018-04-04 21:07:43:072
-0.8817;1.2222;9.5229;0.0;;;;NaN;;;;0 / 0;2421006;2018-04-04 21:07:43:572
1.2055;-0.504;9.5708;0.0;;;;NaN;;;;0 / 0;2421506;2018-04-04 21:07:44:072
0.5686;0.914;9.5397;0.0;;;;NaN;;;;0 / 0;2422007;2018-04-04 21:07:44:573
-0.6147;1.2258;9.3895;0.0;;;;NaN;;;;0 / 0;2422506;2018-04-04 21:07:45:072
0.668;-0.2286;9.6971;0.0;;;;NaN;;;;0 / 0;2423007;2018-04-04 21:07:45:573
0.8086;0.2628;9.4409;0.0;;;;NaN;;;;0 / 0;2423506;2018-04-04 21:07:46:072
-0.3089;1.5479;9.414;0.0;;;;NaN;;;;0 / 0;2424006;2018-04-04 21:07:46:572
0.3825;-0.5513;9.7258;0.0;;;;NaN;;;;0 / 0;2424506;2018-04-04 21:07:47:072
0.647;0.5154;9.8719;0.0;;;;NaN;;;;0 / 0;2425006;2018-04-04 21:07:47:572
-0.1077;1.2546;9.0902;0.0;;;;NaN;;;;0 / 0;2425507;2018-04-04 21:07:48:073
0.5686;-0.5183;9.6205;0.0;;;;NaN;;;;0 / 0;2426006;2018-04-04 21:07:48:572
0.6512;0.7398;9.8156;0.0;;;;NaN;;;;0 / 0;2426507;2018-04-04 21:07:49:073
-0.0533;0.6692;9.2476;0.0;;;;NaN;;;;0 / 0;2427006;2018-04-04 21:07:49:572
0.4459;0.2298;9.6319;0.0;;;;NaN;;;;0 / 0;2427506;2018-04-04 21:07:50:072
0.7105;0.1856;9.4745;0.0;;;;NaN;;;;0 / 0;2428006;2018-04-04 21:07:50:572
-0.2963;1.1337;9.8138;0.0;;;;NaN;;;;0 / 0;2428506;2018-04-04 21:07:51:072
0.4417;0.4489;9.1674;0.0;;;;NaN;;;;0 / 0;2429006;2018-04-04 21:07:51:572
1.1109;-0.4986;9.5265;0.0;;;;NaN;;;;0 / 0;2429506;2018-04-04 21:07:52:072
-0.8033;1.5909;9.8001;0.0;;;;NaN;;;;0 / 0;2430006;2018-04-04 21:07:52:572
0.7099;0.3789;9.4038;0.0;;;;NaN;;;;0 / 0;2430507;2018-04-04 21:07:53:073
0.8775;-0.2263;8.9076;0.0;;;;NaN;;;;0 / 0;2431006;2018-04-04 21:07:53:572
-0.6171;1.2031;10.058;0.0;;;;NaN;;;;0 / 0;2431507;2018-04-04 21:07:54:073
1.0193;0.255;9.6313;0.0;;;;NaN;;;;0 / 0;2432006;2018-04-04 21:07:54:572
0.8212;0.1562;9.262;0.0;;;;NaN;;;;0 / 0;2432507;2018-04-04 21:07:55:073
-0.3106;0.4585;9.6833;0.0;;;;NaN;;;;0 / 0;2433006;2018-04-04 21:07:55:572
0.5339;0.8841;9.5636;0.0;;;;NaN;;;;0 / 0;2433509;2018-04-04 21:07:56:075
0.8823;0.0269;9.4272;0.0;;;;NaN;;;;0 / 0;2434006;2018-04-04 21:07:56:572
-0.0976;0.5363;9.8857;0.0;;;;NaN;;;;0 / 0;2434507;2018-04-04 21:07:57:073
0.1969;0.7626;9.642;0.0;;;;NaN;;;;0 / 0;2435006;2018-04-04 21:07:57:572
0.8338;0.0557;9.4625;0.0;;;;NaN;;;;0 / 0;2435507;2018-04-04 21:07:58:073
-0.0126;0.3531;9.4475;0.0;;;;NaN;;;;0 / 0;2436006;2018-04-04 21:07:58:572
-0.0545;1.0241;9.5229;0.0;;;;NaN;;;;0 / 0;2436507;2018-04-04 21:07:59:073
0.9134;0.4657;9.5355;0.0;;;;NaN;;;;0 / 0;2437007;2018-04-04 21:07:59:573
-0.0742;-0.2257;9.5062;0.0;;;;NaN;;;;0 / 0;2437507;2018-04-04 21:08:00:073
0.325;1.2294;9.2937;0.0;;;;NaN;;;;0 / 0;2438007;2018-04-04 21:08:00:573
0.9679;0.5124;9.7797;0.0;;;;NaN;;;;0 / 0;2438506;2018-04-04 21:08:01:072
-0.2071;-0.0676;9.4924;0.0;;;;NaN;;;;0 / 0;2439007;2018-04-04 21:08:01:573
0.3771;1.06;9.259;0.0;;;;NaN;;;;0 / 0;2439506;2018-04-04 21:08:02:072
0.8332;0.1544;9.9419;0.0;;;;NaN;;;;0 / 0;2440006;2018-04-04 21:08:02:572
-0.1053;0.1419;9.6127;0.0;;;;NaN;;;;0 / 0;2440506;2018-04-04 21:08:03:072
0.3053;0.817;9.2554;0.0;;;;NaN;;;;0 / 0;2441006;2018-04-04 21:08:03:572
0.5171;0.4567;9.7288;0.0;;;;NaN;;;;0 / 0;2441507;2018-04-04 21:08:04:073
0.2885;0.2065;9.8108;0.0;;;;NaN;;;;0 / 0;2442006;2018-04-04 21:08:04:572
0.5405;0.8134;9.2835;0.0;;;;NaN;;;;0 / 0;2442507;2018-04-04 21:08:05:073
0.1347;0.3286;9.7115;0.0;;;;NaN;;;;0 / 0;2443006;2018-04-04 21:08:05:572
0.3932;0.3992;9.3913;0.0;;;;NaN;;;;0 / 0;2443506;2018-04-04 21:08:06:072
0.2957;0.7177;9.982;0.0;;;;NaN;;;;0 / 0;2444006;2018-04-04 21:08:06:572
0.7015;0.2143;9.253;0.0;;;;NaN;;;;0 / 0;2444506;2018-04-04 21:08:07:072
0.0664;0.6512;9.4385;0.0;;;;NaN;;;;0 / 0;2445006;2018-04-04 21:08:07:572
0.1059;0.9451;9.2835;0.0;;;;NaN;;;;0 / 0;2445506;2018-04-04 21:08:08:072
0.4441;-0.0904;9.6857;0.0;;;;NaN;;;;0 / 0;2446007;2018-04-04 21:08:08:573
0.4357;0.4106;9.2452;0.0;;;;NaN;;;;0 / 0;2446506;2018-04-04 21:08:09:072
-0.0317;1.0409;9.5696;0.0;;;;NaN;;;;0 / 0;2447007;2018-04-04 21:08:09:573
0.7572;0.1089;9.5648;0.0;;;;NaN;;;;0 / 0;2447506;2018-04-04 21:08:10:072
0.3633;-0.1694;9.5199;0.0;;;;NaN;;;;0 / 0;2448006;2018-04-04 21:08:10:572
0.1047;1.1714;9.5158;0.0;;;;NaN;;;;0 / 0;2448506;2018-04-04 21:08:11:072
0.8619;0.735;9.7965;0.0;;;;NaN;;;;0 / 0;2449006;2018-04-04 21:08:11:572
0.0706;-0.6039;9.4601;0.0;;;;NaN;;;;0 / 0;2449506;2018-04-04 21:08:12:072
0.1718;0.6375;9.7127;0.0;;;;NaN;;;;0 / 0;2450006;2018-04-04 21:08:12:572
0.5351;1.1181;9.4535;0.0;;;;NaN;;;;0 / 0;2450506;2018-04-04 21:08:13:072
0.4513;-0.6907;9.4284;0.0;;;;NaN;;;;0 / 0;2451007;2018-04-04 21:08:13:573
0.3262;0.3645;9.675;0.0;;;;NaN;;;;0 / 0;2451506;2018-04-04 21:08:14:072
0.0048;1.5137;9.4936;0.0;;;;NaN;;;;0 / 0;2452007;2018-04-04 21:08:14:573
0.6249;-1.1384;9.5882;0.0;;;;NaN;;;;0 / 0;2452506;2018-04-04 21:08:15:072
0.3083;1.1588;9.5517;0.0;;;;NaN;;;;0 / 0;2453007;2018-04-04 21:08:15:573
0.0784;1.5754;8.8196;0.0;;;;NaN;;;;0 / 0;2453506;2018-04-04 21:08:16:072
0.2735;-0.6003;10.0179;0.0;;;;NaN;;;;0 / 0;2454007;2018-04-04 21:08:16:573
0.4741;0.741;9.8372;0.0;;;;NaN;;;;0 / 0;2454507;2018-04-04 21:08:17:073
0.48;0.7087;9.2967;0.0;;;;NaN;;;;0 / 0;2455006;2018-04-04 21:08:17:572
-0.149;0.0174;9.5271;0.0;;;;NaN;;;;0 / 0;2455507;2018-04-04 21:08:18:073
0.5806;0.6961;9.7612;0.0;;;;NaN;;;;0 / 0;2456006;2018-04-04 21:08:18:572
0.5333;0.3519;9.8138;0.0;;;;NaN;;;;0 / 0;2456507;2018-04-04 21:08:19:073
0.1018;0.2777;9.2668;0.0;;;;NaN;;;;0 / 0;2457006;2018-04-04 21:08:19:572
0.2963;0.4675;9.5271;0.0;;;;NaN;;;;0 / 0;2457507;2018-04-04 21:08:20:073
0.5243;0.8362;9.5487;0.0;;;;NaN;;;;0 / 0;2458006;2018-04-04 21:08:20:572
0.0617;-0.1736;9.7737;0.0;;;;NaN;;;;0 / 0;2458506;2018-04-04 21:08:21:072
0.8003;0.7338;9.6486;0.0;;;;NaN;;;;0 / 0;2459006;2018-04-04 21:08:21:572
0.2029;1.1582;9.2895;0.0;;;;NaN;;;;0 / 0;2459506;2018-04-04 21:08:22:072
0.1173;-0.1556;9.572;0.0;;;;NaN;;;;0 / 0;2460006;2018-04-04 21:08:22:572
0.8799;0.4992;9.5265;0.0;;;;NaN;;;;0 / 0;2460506;2018-04-04 21:08:23:072
0.0611;0.9972;9.4038;0.0;;;;NaN;;;;0 / 0;2461007;2018-04-04 21:08:23:573
0.0293;-0.0736;9.5852;0.0;;;;NaN;;;;0 / 0;2461506;2018-04-04 21:08:24:072
0.6075;0.6734;9.5984;0.0;;;;NaN;;;;0 / 0;2462007;2018-04-04 21:08:24:573
0.823;0.428;9.262;0.0;;;;NaN;;;;0 / 0;2462506;2018-04-04 21:08:25:072
-0.5351;0.3406;10.1562;0.0;;;;NaN;;;;0 / 0;2463007;2018-04-04 21:08:25:573
0.2682;1.0361;9.1482;0.0;;;;NaN;;;;0 / 0;2463506;2018-04-04 21:08:26:072
0.9469;0.1006;9.4122;0.0;;;;NaN;;;;0 / 0;2464007;2018-04-04 21:08:26:573
-0.1766;0.316;9.6049;0.0;;;;NaN;;;;0 / 0;2464506;2018-04-04 21:08:27:072
0.5842;0.9876;9.6397;0.0;;;;NaN;;;;0 / 0;2465007;2018-04-04 21:08:27:573
0.5088;0.5393;9.6307;0.0;;;;NaN;;;;0 / 0;2465506;2018-04-04 21:08:28:072
0.3681;0.1945;9.2674;0.0;;;;NaN;;;;0 / 0;2466006;2018-04-04 21:08:28:572
0.7087;-0.0215;9.7324;0.0;;;;NaN;;;;0 / 0;2466507;2018-04-04 21:08:29:073
0.0988;1.3461;9.572;0.0;;;;NaN;;;;0 / 0;2467007;2018-04-04 21:08:29:573
0.2975;0.1897;9.6073;0.0;;;;NaN;;;;0 / 0;2467506;2018-04-04 21:08:30:072
0.48;-0.1634;9.7324;0.0;;;;NaN;;;;0 / 0;2468007;2018-04-04 21:08:30:573
0.1095;0.832;9.3416;0.0;;;;NaN;;;;0 / 0;2468508;2018-04-04 21:08:31:074
0.5351;0.8655;9.7133;0.0;;;;NaN;;;;0 / 0;2469006;2018-04-04 21:08:31:572
0.2921;-0.3478;9.2913;0.0;;;;NaN;;;;0 / 0;2469507;2018-04-04 21:08:32:073
-0.1808;0.9248;9.7965;0.0;;;;NaN;;;;0 / 0;2470006;2018-04-04 21:08:32:572
1.1265;1.2851;9.4661;0.0;;;;NaN;;;;0 / 0;2470507;2018-04-04 21:08:33:073
0.0964;-0.6841;9.5822;0.0;;;;NaN;;;;0 / 0;2471006;2018-04-04 21:08:33:572
-0.1041;1.3767;9.5756;0.0;;;;NaN;;;;0 / 0;2471506;2018-04-04 21:08:34:072
1.2192;0.6859;9.5229;0.0;;;;NaN;;;;0 / 0;2472006;2018-04-04 21:08:34:572
0.082;-0.996;9.4792;0.0;;;;NaN;;;;0 / 0;2472506;2018-04-04 21:08:35:072
-0.1562;1.3821;9.8108;0.0;;;;NaN;;;;0 / 0;2473007;2018-04-04 21:08:35:573
1.072;0.896;9.1907;0.0;;;;NaN;;;;0 / 0;2473506;2018-04-04 21:08:36:072
0.2143;-0.8859;9.4667;0.0;;;;NaN;;;;0 / 0;2474007;2018-04-04 21:08:36:573
-0.6357;1.2157;9.7827;0.0;;;;NaN;;;;0 / 0;2474506;2018-04-04 21:08:37:072
1.0056;1.0151;9.6037;0.0;;;;NaN;;;;0 / 0;2475007;2018-04-04 21:08:37:573
0.7913;-0.5519;9.3069;0.0;;;;NaN;;;;0 / 0;2475506;2018-04-04 21:08:38:072
-0.9625;1.136;9.2847;0.0;;;;NaN;;;;0 / 0;2476006;2018-04-04 21:08:38:572
0.9361;1.2594;9.6845;0.0;;;;NaN;;;;0 / 0;2476506;2018-04-04 21:08:39:072
0.814;-0.3932;9.6516;0.0;;;;NaN;;;;0 / 0;2477006;2018-04-04 21:08:39:572
0.0706;0.1544;9.4583;0.0;;;;NaN;;;;0 / 0;2477507;2018-04-04 21:08:40:073
0.6213;1.2833;9.9946;0.0;;;;NaN;;;;0 / 0;2478006;2018-04-04 21:08:40:572
0.7021;-0.1012;9.4062;0.0;;;;NaN;;;;0 / 0;2478506;2018-04-04 21:08:41:072
0.2921;-0.2867;9.2985;0.0;;;;NaN;;;;0 / 0;2479006;2018-04-04 21:08:41:572
-0.0784;1.9812;10.249;0.0;;;;NaN;;;;0 / 0;2479506;2018-04-04 21:08:42:072
0.6518;-0.0862;9.0627;0.0;;;;NaN;;;;0 / 0;2480007;2018-04-04 21:08:42:573
0.9864;-1.1127;9.1836;0.0;;;;NaN;;;;0 / 0;2480506;2018-04-04 21:08:43:072
-0.3615;1.7101;10.0718;0.0;;;;NaN;;;;0 / 0;2481007;2018-04-04 21:08:43:573
0.5303;0.7919;9.2326;0.0;;;;NaN;;;;0 / 0;2481507;2018-04-04 21:08:44:073
