sep=;;;;;;;;;;;;;;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);PROXIMITY (i);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-1.397;0.7494;9.9455;0;47.022;NaN;0 / 0;1946516;2018-04-04 20:59:56:162;;;;;;
-1.3803;0.7721;9.8198;0;46.076;NaN;0 / 0;1947016;2018-04-04 20:59:56:662;;;;;;
-1.3994;0.7805;9.7923;0;48.823;NaN;0 / 0;1947516;2018-04-04 20:59:57:162;;;;;;
-1.3755;0.5914;9.7683;0;47.353;NaN;0 / 0;1948016;2018-04-04 20:59:57:662;;;;;;
-1.3156;0.4705;9.5553;0;49.455;NaN;0 / 0;1948516;2018-04-04 20:59:58:162;;;;;;
-1.3862;0.6033;9.7612;0;47.87;NaN;0 / 0;1949016;2018-04-04 20:59:58:662;;;;;;
-1.4509;0.7195;10.0676;0;47.036;NaN;0 / 0;1949516;2018-04-04 20:59:59:162;;;;;;
-1.4269;0.7626;10.0353;0;46.473;NaN;0 / 0;1950016;2018-04-04 20:59:59:662;;;;;;
-1.3467;0.8236;9.6881;0;46.823;NaN;0 / 0;1950516;2018-04-04 21:00:00:162;;;;;;
-1.3515;0.7015;9.6486;0;47.237;NaN;0 / 0;1951016;2018-04-04 21:00:00:662;;;;;;
-1.3431;0.5471;9.7145;0;48.568;NaN;0 / 0;1951516;2018-04-04 21:00:01:162;;;;;;
-1.3479;0.4752;9.7492;0;49.71;NaN;0 / 0;1952016;2018-04-04 21:00:01:662;;;;;;
-1.4928;0.7302;10.1801;0;49.094;NaN;0 / 0;1952516;2018-04-04 21:00:02:162;;;;;;
-1.4341;0.8404;9.8761;0;49.363;NaN;0 / 0;1953015;2018-04-04 21:00:02:661;;;;;;
-1.2845;0.7721;9.4703;0;47.629;NaN;0 / 0;1953516;2018-04-04 21:00:03:162;;;;;;
-1.3264;0.6596;9.6714;0;46.597;NaN;0 / 0;1954016;2018-04-04 21:00:03:662;;;;;;
-1.385;0.6261;9.8402;0;47.115;NaN;0 / 0;1954516;2018-04-04 21:00:04:162;;;;;;
-1.4102;0.5938;9.8581;0;48.282;NaN;0 / 0;1955016;2018-04-04 21:00:04:662;;;;;;
-1.4401;0.5746;9.894;0;47.648;NaN;0 / 0;1955516;2018-04-04 21:00:05:162;;;;;;
-1.3815;0.6141;9.827;0;48.787;NaN;0 / 0;1956016;2018-04-04 21:00:05:662;;;;;;
-1.2941;0.7733;9.6007;0;48.057;NaN;0 / 0;1956515;2018-04-04 21:00:06:161;;;;;;
-1.4042;0.7566;9.7564;0;48.662;NaN;0 / 0;1957016;2018-04-04 21:00:06:662;;;;;;
-1.4353;0.6728;9.8904;0;46.277;NaN;0 / 0;1957516;2018-04-04 21:00:07:162;;;;;;
-1.3587;0.5878;9.7947;0;46.998;NaN;0 / 0;1958016;2018-04-04 21:00:07:662;;;;;;
-1.3635;0.5614;9.7695;0;47.809;NaN;0 / 0;1958516;2018-04-04 21:00:08:162;;;;;;
-1.4377;0.6057;9.9635;0;48.805;NaN;0 / 0;1959015;2018-04-04 21:00:08:661;;;;;;
-1.4102;0.759;9.9072;0;47.866;NaN;0 / 0;1959516;2018-04-04 21:00:09:162;;;;;;
-1.3479;0.814;9.6678;0;47.259;NaN;0 / 0;1960016;2018-04-04 21:00:09:662;;;;;;
-1.3455;0.723;9.6678;0;47.876;NaN;0 / 0;1960516;2018-04-04 21:00:10:162;;;;;;
-1.3599;0.5495;9.8521;0;48.11;NaN;0 / 0;1961016;2018-04-04 21:00:10:662;;;;;;
-1.4533;0.6105;10.0628;0;47.024;NaN;0 / 0;1961516;2018-04-04 21:00:11:162;;;;;;
-1.4389;0.6428;9.8916;0;46.704;NaN;0 / 0;1962016;2018-04-04 21:00:11:662;;;;;;
-1.3036;0.6428;9.5792;0;47.571;NaN;0 / 0;1962516;2018-04-04 21:00:12:162;;;;;;
-1.3958;0.7027;9.9323;0;49.226;NaN;0 / 0;1963016;2018-04-04 21:00:12:662;;;;;;
-1.4269;0.7506;9.9671;0;46.642;NaN;0 / 0;1963516;2018-04-04 21:00:13:162;;;;;;
-1.3276;0.7147;9.6594;0;47.265;NaN;0 / 0;1964016;2018-04-04 21:00:13:662;;;;;;
-1.3838;0.6069;9.8043;0;48.674;NaN;0 / 0;1964516;2018-04-04 21:00:14:162;;;;;;
-1.4437;0.5507;9.8952;0;48.197;NaN;0 / 0;1965015;2018-04-04 21:00:14:661;;;;;;
-1.3551;0.6788;9.736;0;51.067;NaN;0 / 0;1965516;2018-04-04 21:00:15:162;;;;;;
-1.2881;0.7602;9.5768;0;48.297;NaN;0 / 0;1966016;2018-04-04 21:00:15:662;;;;;;
-1.4593;0.662;9.93;0;48.184;NaN;0 / 0;1966515;2018-04-04 21:00:16:161;;;;;;
-1.4234;0.7147;9.9323;0;47.624;NaN;0 / 0;1967015;2018-04-04 21:00:16:661;;;;;;
-1.318;0.6476;9.657;0;47.537;NaN;0 / 0;1967516;2018-04-04 21:00:17:162;;;;;;
-1.342;0.4729;9.6235;0;47.786;NaN;0 / 0;1968016;2018-04-04 21:00:17:662;;;;;;
-1.4305;0.6117;9.93;0;49.237;NaN;0 / 0;1968516;2018-04-04 21:00:18:162;;;;;;
-1.4437;0.8667;10.0437;0;46.766;NaN;0 / 0;1969016;2018-04-04 21:00:18:662;;;;;;
-1.3886;0.7817;9.7863;0;47.352;NaN;0 / 0;1969515;2018-04-04 21:00:19:161;;;;;;
-1.227;0.5758;9.317;0;48.064;NaN;0 / 0;1970016;2018-04-04 21:00:19:662;;;;;;
-1.3479;0.6823;9.73;0;48.9;NaN;0 / 0;1970516;2018-04-04 21:00:20:162;;;;;;
-1.6245;0.7123;10.495;0;53.013;NaN;0 / 0;1971016;2018-04-04 21:00:20:662;;;;;;
-1.5311;0.595;10.173;0;48.093;NaN;0 / 0;1971516;2018-04-04 21:00:21:162;;;;;;
-1.1253;0.6297;9.1818;0;47.482;NaN;0 / 0;1972016;2018-04-04 21:00:21:662;;;;;;
-1.221;0.7434;9.2787;0;47.112;NaN;0 / 0;1972516;2018-04-04 21:00:22:162;;;;;;
-1.6221;0.8511;10.4184;0;47.499;NaN;0 / 0;1973016;2018-04-04 21:00:22:662;;;;;;
-1.6676;0.7853;10.6913;0;51.316;NaN;0 / 0;1973516;2018-04-04 21:00:23:162;;;;;;
-1.2821;0.4956;9.4966;0;50.879;NaN;0 / 0;1974015;2018-04-04 21:00:23:661;;;;;;
-1.0415;0.4597;8.8202;0;48.803;NaN;0 / 0;1974516;2018-04-04 21:00:24:162;;;;;;
-1.555;0.7458;10.258;0;50.201;NaN;0 / 0;1975016;2018-04-04 21:00:24:662;;;;;;
-1.7011;0.8009;10.653;0;47.197;NaN;0 / 0;1975516;2018-04-04 21:00:25:162;;;;;;
-1.3838;0.7123;9.6786;0;47.31;NaN;0 / 0;1976016;2018-04-04 21:00:25:662;;;;;;
-1.1552;0.6907;9.3146;0;47.958;NaN;0 / 0;1976515;2018-04-04 21:00:26:161;;;;;;
-1.3396;0.6919;9.6115;0;47.593;NaN;0 / 0;1977016;2018-04-04 21:00:26:662;;;;;;
-1.482;0.6524;9.9802;0;47.807;NaN;0 / 0;1977516;2018-04-04 21:00:27:162;;;;;;
-1.506;0.6764;10.167;0;50.537;NaN;0 / 0;1978016;2018-04-04 21:00:27:662;;;;;;
-1.3575;0.6093;9.7348;0;48.985;NaN;0 / 0;1978516;2018-04-04 21:00:28:162;;;;;;
-1.2701;0.6261;9.4739;0;47.996;NaN;0 / 0;1979015;2018-04-04 21:00:28:661;;;;;;
-1.324;0.7649;9.6426;0;49.306;NaN;0 / 0;1979516;2018-04-04 21:00:29:162;;;;;;
-1.4377;0.7386;9.9108;0;46.643;NaN;0 / 0;1980016;2018-04-04 21:00:29:662;;;;;;
-1.4605;0.65;10.0114;0;48.103;NaN;0 / 0;1980516;2018-04-04 21:00:30:162;;;;;;
-1.3743;0.7386;9.93;0;51.657;NaN;0 / 0;1981015;2018-04-04 21:00:30:661;;;;;;
-1.3072;0.6979;9.6977;0;51.952;NaN;0 / 0;1981516;2018-04-04 21:00:31:162;;;;;;
-1.318;0.5495;9.5002;0;48.62;NaN;0 / 0;1982016;2018-04-04 21:00:31:662;;;;;;
-1.415;0.6285;9.7648;0;46.932;NaN;0 / 0;1982516;2018-04-04 21:00:32:162;;;;;;
-1.4413;0.729;9.991;0;48.414;NaN;0 / 0;1983016;2018-04-04 21:00:32:662;;;;;;
-1.4126;0.7374;10.0018;0;48.363;NaN;0 / 0;1983515;2018-04-04 21:00:33:161;;;;;;
-1.3503;0.8272;9.7264;0;47.772;NaN;0 / 0;1984016;2018-04-04 21:00:33:662;;;;;;
-1.3527;0.6907;9.6127;0;47.973;NaN;0 / 0;1984516;2018-04-04 21:00:34:162;;;;;;
-1.3767;0.486;9.7707;0;48.053;NaN;0 / 0;1985016;2018-04-04 21:00:34:662;;;;;;
-1.3946;0.589;9.9072;0;48.391;NaN;0 / 0;1985516;2018-04-04 21:00:35:162;;;;;;
-1.4234;0.7039;9.9814;0;49.553;NaN;0 / 0;1986016;2018-04-04 21:00:35:662;;;;;;
-1.3815;0.5219;9.6474;0;48.482;NaN;0 / 0;1986516;2018-04-04 21:00:36:162;;;;;;
-1.4162;0.6225;9.7312;0;48.882;NaN;0 / 0;1987016;2018-04-04 21:00:36:662;;;;;;
-1.4341;0.6572;9.8976;0;54.435;NaN;0 / 0;1987515;2018-04-04 21:00:37:161;;;;;;
-1.3827;0.4405;9.8007;0;49.784;NaN;0 / 0;1988016;2018-04-04 21:00:37:662;;;;;;
-1.3922;0.4106;9.7109;0;48.171;NaN;0 / 0;1988516;2018-04-04 21:00:38:162;;;;;;
-1.3539;0.6752;9.5553;0;47.217;NaN;0 / 0;1989016;2018-04-04 21:00:38:662;;;;;;
-1.4473;0.8691;9.8761;0;47.126;NaN;0 / 0;1989516;2018-04-04 21:00:39:162;;;;;;
-1.5694;0.8871;10.3585;0;46.233;NaN;0 / 0;1990015;2018-04-04 21:00:39:661;;;;;;
-1.3874;0.6464;9.6929;0;46.656;NaN;0 / 0;1990516;2018-04-04 21:00:40:162;;;;;;
-1.2091;0.3735;9.1171;0;46.668;NaN;0 / 0;1991016;2018-04-04 21:00:40:662;;;;;;
-1.4066;0.3627;9.6941;0;46.262;NaN;0 / 0;1991516;2018-04-04 21:00:41:162;;;;;;
-1.6041;0.5171;10.3058;0;48.549;NaN;0 / 0;1992016;2018-04-04 21:00:41:662;;;;;;
-1.4533;0.7195;9.8282;0;46.879;NaN;0 / 0;1992516;2018-04-04 21:00:42:162;;;;;;
-1.2941;0.8547;9.5876;0;47.104;NaN;0 / 0;1993016;2018-04-04 21:00:42:662;;;;;;
-1.3455;0.8272;9.6534;0;46.897;NaN;0 / 0;1993516;2018-04-04 21:00:43:162;;;;;;
-1.4425;0.6835;9.7755;0;46.681;NaN;0 / 0;1994016;2018-04-04 21:00:43:662;;;;;;
-1.5048;0.4405;10.009;0;46.095;NaN;0 / 0;1994516;2018-04-04 21:00:44:162;;;;;;
-1.4772;0.1879;9.9395;0;49.158;NaN;0 / 0;1995016;2018-04-04 21:00:44:662;;;;;;
-1.3874;0.2035;9.596;0;48.004;NaN;0 / 0;1995516;2018-04-04 21:00:45:162;;;;;;
-1.3192;0.4872;9.5445;0;47.46;NaN;0 / 0;1996015;2018-04-04 21:00:45:661;;;;;;
-1.5024;0.9481;10.0149;0;48.063;NaN;0 / 0;1996516;2018-04-04 21:00:46:162;;;;;;
-1.5909;0.9625;10.0341;0;47.245;NaN;0 / 0;1997016;2018-04-04 21:00:46:662;;;;;;
-1.3755;0.6859;9.4822;0;46.9;NaN;0 / 0;1997516;2018-04-04 21:00:47:162;;;;;;
-1.391;0.2598;9.5936;0;48.427;NaN;0 / 0;1998016;2018-04-04 21:00:47:662;;;;;;
-1.4521;-0.0551;9.8689;0;48.709;NaN;0 / 0;1998516;2018-04-04 21:00:48:162;;;;;;
-1.5514;0.0539;9.7803;0;47.882;NaN;0 / 0;1999016;2018-04-04 21:00:48:662;;;;;;
-1.5682;0.3124;9.9862;0;47.956;NaN;0 / 0;1999516;2018-04-04 21:00:49:162;;;;;;
-1.5502;0.595;10.0509;0;47.064;NaN;0 / 0;2000016;2018-04-04 21:00:49:662;;;;;;
-1.3623;0.9816;9.3422;0;47.535;NaN;0 / 0;2000515;2018-04-04 21:00:50:161;;;;;;
-1.5119;0.9421;9.6103;0;46.557;NaN;0 / 0;2001016;2018-04-04 21:00:50:662;;;;;;
-1.6795;0.516;10.1622;0;48.387;NaN;0 / 0;2001516;2018-04-04 21:00:51:162;;;;;;
-1.5718;0.176;9.979;0;49.333;NaN;0 / 0;2002016;2018-04-04 21:00:51:662;;;;;;
-1.3731;0.2023;9.4391;0;47.705;NaN;0 / 0;2002516;2018-04-04 21:00:52:162;;;;;;
-1.5395;0.4501;9.6498;0;47.291;NaN;0 / 0;2003016;2018-04-04 21:00:52:662;;;;;;
-1.6759;0.6967;10.2388;0;49.037;NaN;0 / 0;2003516;2018-04-04 21:00:53:162;;;;;;
-1.573;0.9014;9.8737;0;48.503;NaN;0 / 0;2004016;2018-04-04 21:00:53:662;;;;;;
-1.4042;0.6536;9.3218;0;49.504;NaN;0 / 0;2004516;2018-04-04 21:00:54:162;;;;;;
-1.5526;0.5207;9.8713;0;47.274;NaN;0 / 0;2005016;2018-04-04 21:00:54:662;;;;;;
-1.6209;0.5112;10.0604;0;47.011;NaN;0 / 0;2005516;2018-04-04 21:00:55:162;;;;;;
-1.5407;0.4537;9.8509;0;46.611;NaN;0 / 0;2006016;2018-04-04 21:00:55:662;;;;;;
-1.555;0.3891;9.8916;0;46.339;NaN;0 / 0;2006515;2018-04-04 21:00:56:161;;;;;;
-1.5275;0.674;9.6582;0;48.112;NaN;0 / 0;2007016;2018-04-04 21:00:56:662;;;;;;
-1.488;0.7649;9.5672;0;49.336;NaN;0 / 0;2007516;2018-04-04 21:00:57:162;;;;;;
-1.5383;0.6237;9.9072;0;46.753;NaN;0 / 0;2008016;2018-04-04 21:00:57:662;;;;;;
-1.5311;0.3388;9.8078;0;49.833;NaN;0 / 0;2008516;2018-04-04 21:00:58:162;;;;;;
-1.5682;0.243;9.815;0;46.331;NaN;0 / 0;2009016;2018-04-04 21:00:58:662;;;;;;
-1.5658;0.3304;9.9599;0;47.822;NaN;0 / 0;2009516;2018-04-04 21:00:59:162;;;;;;
-1.476;0.5698;9.6546;0;46.917;NaN;0 / 0;2010016;2018-04-04 21:00:59:662;;;;;;
-1.5095;0.7338;9.6271;0;47.077;NaN;0 / 0;2010516;2018-04-04 21:01:00:162;;;;;;
-1.5646;0.6536;9.9611;0;48.154;NaN;0 / 0;2011016;2018-04-04 21:01:00:662;;;;;;
-1.5838;0.4968;10.0293;0;48.364;NaN;0 / 0;2011516;2018-04-04 21:01:01:162;;;;;;
-1.5335;0.2107;9.6558;0;48.465;NaN;0 / 0;2012016;2018-04-04 21:01:01:662;;;;;;
-1.4497;0.2394;9.4918;0;47.091;NaN;0 / 0;2012516;2018-04-04 21:01:02:162;;;;;;
-1.5622;0.5267;9.9719;0;47.255;NaN;0 / 0;2013016;2018-04-04 21:01:02:662;;;;;;
-1.5957;0.7673;10.0473;0;46.225;NaN;0 / 0;2013516;2018-04-04 21:01:03:162;;;;;;
-1.5036;0.7626;9.6199;0;46.809;NaN;0 / 0;2014016;2018-04-04 21:01:03:662;;;;;;
-1.4293;0.3376;9.4403;0;48.645;NaN;0 / 0;2014516;2018-04-04 21:01:04:162;;;;;;
-1.6005;0.1305;10.0461;0;47.25;NaN;0 / 0;2015016;2018-04-04 21:01:04:662;;;;;;
-1.7011;0.3196;10.307;0;49.707;NaN;0 / 0;2015516;2018-04-04 21:01:05:162;;;;;;
-1.5071;0.5926;9.6438;0;49.331;NaN;0 / 0;2016016;2018-04-04 21:01:05:662;;;;;;
-1.3563;0.4992;9.3434;0;47.481;NaN;0 / 0;2016515;2018-04-04 21:01:06:161;;;;;;
-1.5646;0.5567;9.8126;0;48.206;NaN;0 / 0;2017016;2018-04-04 21:01:06:662;;;;;;
-1.7023;0.583;10.2735;0;46.871;NaN;0 / 0;2017516;2018-04-04 21:01:07:162;;;;;;
-1.567;0.5088;9.9096;0;46.573;NaN;0 / 0;2018016;2018-04-04 21:01:07:662;;;;;;
-1.3803;0.2514;9.3661;0;47.833;NaN;0 / 0;2018516;2018-04-04 21:01:08:162;;;;;;
-1.5083;0.3903;9.7815;0;48.792;NaN;0 / 0;2019015;2018-04-04 21:01:08:661;;;;;;
-1.6484;0.51;10.1909;0;48.612;NaN;0 / 0;2019516;2018-04-04 21:01:09:162;;;;;;
-1.5993;0.6249;9.9383;0;47.04;NaN;0 / 0;2020016;2018-04-04 21:01:09:662;;;;;;
-1.4234;0.5531;9.4224;0;47.358;NaN;0 / 0;2020516;2018-04-04 21:01:10:162;;;;;;
-1.4952;0.3531;9.7181;0;45.96;NaN;0 / 0;2021016;2018-04-04 21:01:10:662;;;;;;
-1.6065;0.3711;10.0808;0;45.909;NaN;0 / 0;2021516;2018-04-04 21:01:11:162;;;;;;
-1.5419;0.4788;9.7576;0;47.86;NaN;0 / 0;2022016;2018-04-04 21:01:11:662;;;;;;
-1.4856;0.5195;9.5948;0;47.545;NaN;0 / 0;2022516;2018-04-04 21:01:12:162;;;;;;
-1.6065;0.5339;10.0832;0;46.803;NaN;0 / 0;2023016;2018-04-04 21:01:12:662;;;;;;
-1.5694;0.4513;9.9072;0;48.45;NaN;0 / 0;2023516;2018-04-04 21:01:13:162;;;;;;
-1.4533;0.4345;9.5002;0;47.779;NaN;0 / 0;2024016;2018-04-04 21:01:13:662;;;;;;
-1.5143;0.4932;9.7288;0;47.941;NaN;0 / 0;2024516;2018-04-04 21:01:14:162;;;;;;
-1.5634;0.4896;9.9443;0;45.684;NaN;0 / 0;2025016;2018-04-04 21:01:14:662;;;;;;
-1.5646;0.4645;9.8904;0;46.873;NaN;0 / 0;2025516;2018-04-04 21:01:15:162;;;;;;
-1.5562;0.5076;9.8342;0;46.86;NaN;0 / 0;2026016;2018-04-04 21:01:15:662;;;;;;
-1.506;0.5028;9.6953;0;48.443;NaN;0 / 0;2026516;2018-04-04 21:01:16:162;;;;;;
-1.4844;0.4453;9.6869;0;48.399;NaN;0 / 0;2027016;2018-04-04 21:01:16:662;;;;;;
-1.555;0.3711;9.8665;0;46.138;NaN;0 / 0;2027516;2018-04-04 21:01:17:162;;;;;;
-1.5814;0.4681;9.8689;0;46.511;NaN;0 / 0;2028016;2018-04-04 21:01:17:662;;;;;;
-1.5191;0.6225;9.7875;0;44.566;NaN;0 / 0;2028516;2018-04-04 21:01:18:162;;;;;;
-1.506;0.48;9.7815;0;44.771;NaN;0 / 0;2029016;2018-04-04 21:01:18:662;;;;;;
-1.5395;0.4537;9.8007;0;46.473;NaN;0 / 0;2029516;2018-04-04 21:01:19:162;;;;;;
-1.5299;0.51;9.7648;0;47.22;NaN;0 / 0;2030015;2018-04-04 21:01:19:661;;;;;;
-1.5275;0.4154;9.8186;0;45.456;NaN;0 / 0;2030516;2018-04-04 21:01:20:162;;;;;;
-1.5766;0.3915;9.985;0;45.599;NaN;0 / 0;2031016;2018-04-04 21:01:20:662;;;;;;
-1.5562;0.4429;9.8605;0;42.974;NaN;0 / 0;2031516;2018-04-04 21:01:21:162;;;;;;
-1.4377;0.5986;9.4559;0;43.642;NaN;0 / 0;2032016;2018-04-04 21:01:21:662;;;;;;
-1.5646;0.7003;9.9;0;41.989;NaN;0 / 0;2032516;2018-04-04 21:01:22:162;;;;;;
-1.5897;0.3543;10.0293;0;42.181;NaN;0 / 0;2033016;2018-04-04 21:01:22:662;;;;;;
-1.488;0.2227;9.6283;0;42.976;NaN;0 / 0;2033516;2018-04-04 21:01:23:162;;;;;;
-1.4736;0.4549;9.5612;0;43.192;NaN;0 / 0;2034015;2018-04-04 21:01:23:661;;;;;;
-1.5981;0.6536;9.9467;0;42.682;NaN;0 / 0;2034516;2018-04-04 21:01:24:162;;;;;;
-1.549;0.4824;9.7731;0;42.897;NaN;0 / 0;2035016;2018-04-04 21:01:24:662;;;;;;
-1.4772;0.3998;9.6534;0;43.259;NaN;0 / 0;2035515;2018-04-04 21:01:25:161;;;;;;
-1.5167;0.5638;9.8497;0;42.711;NaN;0 / 0;2036016;2018-04-04 21:01:25:662;;;;;;
-1.5502;0.5698;9.8318;0;43.117;NaN;0 / 0;2036516;2018-04-04 21:01:26:162;;;;;;
-1.5455;0.4094;9.8354;0;42.917;NaN;0 / 0;2037016;2018-04-04 21:01:26:662;;;;;;
-1.6053;0.4022;10.0509;0;43.306;NaN;0 / 0;2037516;2018-04-04 21:01:27:162;;;;;;
-1.5131;0.4681;9.7025;0;43.797;NaN;0 / 0;2038016;2018-04-04 21:01:27:662;;;;;;
-1.4389;0.5267;9.5301;0;44.449;NaN;0 / 0;2038516;2018-04-04 21:01:28:162;;;;;;
-1.5383;0.5722;9.8031;0;43.644;NaN;0 / 0;2039016;2018-04-04 21:01:28:662;;;;;;
-1.6364;0.5578;10.082;0;44.327;NaN;0 / 0;2039515;2018-04-04 21:01:29:161;;;;;;
-1.6113;0.4094;10.0437;0;44.202;NaN;0 / 0;2040016;2018-04-04 21:01:29:662;;;;;;
-1.4006;0.4022;9.4846;0;43.928;NaN;0 / 0;2040516;2018-04-04 21:01:30:162;;;;;;
-1.4246;0.4764;9.3733;0;43.682;NaN;0 / 0;2041016;2018-04-04 21:01:30:662;;;;;;
-1.6364;0.5303;10.0066;0;44.035;NaN;0 / 0;2041515;2018-04-04 21:01:31:161;;;;;;
-1.6604;0.5567;10.167;0;44.386;NaN;0 / 0;2042016;2018-04-04 21:01:31:662;;;;;;
-1.4449;0.516;9.56;0;52.413;NaN;0 / 0;2042516;2018-04-04 21:01:32:162;;;;;;
-1.4198;0.4417;9.3972;0;52.37;NaN;0 / 0;2043016;2018-04-04 21:01:32:662;;;;;;
-1.5886;0.4465;9.9228;0;49.486;NaN;0 / 0;2043516;2018-04-04 21:01:33:162;;;;;;
-1.658;0.5207;10.1885;0;49.263;NaN;0 / 0;2044016;2018-04-04 21:01:33:662;;;;;;
-1.4664;0.4944;9.5505;0;49.24;NaN;0 / 0;2044516;2018-04-04 21:01:34:162;;;;;;
-1.4796;0.4764;9.6786;0;49.23;NaN;0 / 0;2045016;2018-04-04 21:01:34:662;;;;;;
-1.5838;0.4681;9.9742;0;50.893;NaN;0 / 0;2045516;2018-04-04 21:01:35:162;;;;;;
-1.5455;0.4334;9.7348;0;47.318;NaN;0 / 0;2046016;2018-04-04 21:01:35:662;;;;;;
-1.5071;0.4609;9.7133;0;46.934;NaN;0 / 0;2046516;2018-04-04 21:01:36:162;;;;;;
-1.5838;0.4621;9.9802;0;49.898;NaN;0 / 0;2047016;2018-04-04 21:01:36:662;;;;;;
-1.5167;0.5255;9.754;0;48.624;NaN;0 / 0;2047516;2018-04-04 21:01:37:162;;;;;;
-1.4605;0.6225;9.5912;0;49.035;NaN;0 / 0;2048016;2018-04-04 21:01:37:662;;;;;;
-1.5826;0.4609;9.912;0;50.117;NaN;0 / 0;2048516;2018-04-04 21:01:38:162;;;;;;
-1.6065;0.3807;9.9802;0;48.393;NaN;0 / 0;2049016;2018-04-04 21:01:38:662;;;;;;
-1.5036;0.3938;9.7252;0;50.196;NaN;0 / 0;2049516;2018-04-04 21:01:39:162;;;;;;
-1.4664;0.4238;9.6151;0;50.7;NaN;0 / 0;2050016;2018-04-04 21:01:39:662;;;;;;
-1.5263;0.5734;9.7133;0;48.213;NaN;0 / 0;2050516;2018-04-04 21:01:40:162;;;;;;
-1.5778;0.6381;9.8797;0;47.897;NaN;0 / 0;2051016;2018-04-04 21:01:40:662;;;;;;
-1.6149;0.5183;10.0533;0;48.277;NaN;0 / 0;2051516;2018-04-04 21:01:41:162;;;;;;
-1.5443;0.4046;9.8246;0;50.186;NaN;0 / 0;2052015;2018-04-04 21:01:41:661;;;;;;
-1.4006;0.3519;9.3865;0;49.695;NaN;0 / 0;2052516;2018-04-04 21:01:42:162;;;;;;
-1.5227;0.4776;9.7085;0;49.334;NaN;0 / 0;2053016;2018-04-04 21:01:42:662;;;;;;
-1.6747;0.6009;10.1921;0;49.179;NaN;0 / 0;2053516;2018-04-04 21:01:43:162;;;;;;
-1.634;0.6105;10.0389;0;50.31;NaN;0 / 0;2054016;2018-04-04 21:01:43:662;;;;;;
-1.3587;0.4764;9.2428;0;51.071;NaN;0 / 0;2054515;2018-04-04 21:01:44:161;;;;;;
-1.4676;0.407;9.584;0;48.993;NaN;0 / 0;2055016;2018-04-04 21:01:44:662;;;;;;
-1.7071;0.4872;10.3513;0;47.642;NaN;0 / 0;2055516;2018-04-04 21:01:45:162;;;;;;
-1.6029;0.4334;9.979;0;47.837;NaN;0 / 0;2056016;2018-04-04 21:01:45:662;;;;;;
-1.3982;0.4381;9.4332;0;47.348;NaN;0 / 0;2056516;2018-04-04 21:01:46:162;;;;;;
-1.5371;0.6488;9.9108;0;49.02;NaN;0 / 0;2057015;2018-04-04 21:01:46:661;;;;;;
-1.6065;0.6776;9.9683;0;47.275;NaN;0 / 0;2057516;2018-04-04 21:01:47:162;;;;;;
-1.5215;0.3591;9.6163;0;47.991;NaN;0 / 0;2058016;2018-04-04 21:01:47:662;;;;;;
-1.5395;0.2334;9.8964;0;46.135;NaN;0 / 0;2058516;2018-04-04 21:01:48:162;;;;;;
-1.555;0.5531;9.9467;0;49.213;NaN;0 / 0;2059016;2018-04-04 21:01:48:662;;;;;;
-1.4736;0.6668;9.5062;0;47.762;NaN;0 / 0;2059515;2018-04-04 21:01:49:161;;;;;;
-1.5167;0.5626;9.6726;0;47.901;NaN;0 / 0;2060016;2018-04-04 21:01:49:662;;;;;;
-1.6544;0.5004;10.2268;0;49.003;NaN;0 / 0;2060516;2018-04-04 21:01:50:162;;;;;;
-1.5095;0.431;9.6618;0;49.699;NaN;0 / 0;2061016;2018-04-04 21:01:50:662;;;;;;
-1.3862;0.3268;9.2692;0;49.514;NaN;0 / 0;2061516;2018-04-04 21:01:51:162;;;;;;
-1.5335;0.3891;9.8234;0;48.189;NaN;0 / 0;2062015;2018-04-04 21:01:51:661;;;;;;
-1.6987;0.6632;10.313;0;46.769;NaN;0 / 0;2062516;2018-04-04 21:01:52:162;;;;;;
-1.5251;0.6788;9.754;0;47.292;NaN;0 / 0;2063016;2018-04-04 21:01:52:662;;;;;;
-1.3946;0.4968;9.3721;0;47.123;NaN;0 / 0;2063516;2018-04-04 21:01:53:162;;;;;;
-1.4976;0.3352;9.6067;0;46.908;NaN;0 / 0;2064016;2018-04-04 21:01:53:662;;;;;;
-1.6281;0.3124;10.0748;0;48.224;NaN;0 / 0;2064515;2018-04-04 21:01:54:161;;;;;;
-1.5622;0.5243;9.9419;0;47.139;NaN;0 / 0;2065016;2018-04-04 21:01:54:662;;;;;;
-1.4964;0.7338;9.736;0;45.572;NaN;0 / 0;2065516;2018-04-04 21:01:55:162;;;;;;
-1.4641;0.5758;9.5146;0;49.098;NaN;0 / 0;2066016;2018-04-04 21:01:55:662;;;;;;
-1.5191;0.3819;9.7444;0;48.334;NaN;0 / 0;2066516;2018-04-04 21:01:56:162;;;;;;
-1.5969;0.3687;9.9659;0;47.704;NaN;0 / 0;2067016;2018-04-04 21:01:56:662;;;;;;
-1.5921;0.419;9.9862;0;50.096;NaN;0 / 0;2067516;2018-04-04 21:01:57:162;;;;;;
